verb,verbstem
doorliepen,doorlopen
doorloop,doorlopen
doorloopt,doorlopen
doorlopen,doorlopen
doormaak,doormaken
doormaakt,doormaken
doormaakte,doormaken
doormaakten,doormaken
doormakend,doormaken
doorsneden,doorsnijden
doorsneed,doorsnijden
doorsnijd,doorsnijden
doorsnijdend,doorsnijden
doorsnijdt,doorsnijden
doorsta,doorstaan
doorstaan,doorstaan
doorstaand,doorstaan
doorstaat,doorstaan
doorstond,doorstaan
doorstonden,doorstaan
doortrek,doortrekken
doortrekkend,doortrekken
doortrekt,doortrekken
doortrok,doortrekken
doortrokken,doortrekken
doorvoer,doorvoeren
doorvoerde,doorvoeren
doorvoerden,doorvoeren
doorvoerend,doorvoeren
doorvoert,doorvoeren
doorwerk,doorwerken
doorwerkend,doorwerken
doorwerkt,doorwerken
doorwerkte,doorwerken
doorwerkten,doorwerken
doorzag,doorzien
doorzagen,doorzien
doorzet,doorzetten
doorzette,doorzetten
doorzetten,doorzetten
doorzettend,doorzetten
doorzie,doorzien
doorzien,doorzien
doorziend,doorzien
doorziet,doorzien
doorzocht,doorzoeken
doorzochten,doorzoeken
doorzoek,doorzoeken
doorzoekend,doorzoeken
doorzoekt,doorzoeken
dop,doppen
dopend,dopen
doppend,doppen
dopt,doppen
dopte,doppen
dopten,doppen
dor,dorren
dorde,dorren
dorden,dorren
dorrend,dorren
dors,dorsen
dorsend,dorsen
dorst,dorsten
dorste,dorsen
dorsten,dorsen
dorstend,dorsten
dorstte,dorsten
dorstten,dorsten
dort,dorren
dos,dossen
dossend,dossen
dost,dossen
doste,dossen
dosten,dossen
douch,douchen
douchend,douchen
doucht,douchen
douchte,douchen
douchten,douchen
douw,douwen
douwde,douwen
douwden,douwen
douwend,douwen
douwt,douwen
dovend,doven
draaf,draven
draafde,draven
draafden,draven
draaft,draven
draag,dragen
draagt,dragen
draai,draaien
draaide,draaien
draaiden,draaien
draaiend,draaien
draait,draaien
draal,dralen
draalde,dralen
draalden,dralen
draalt,dralen
dragend,dragen
dralend,dralen
dram,drammen
dramde,drammen
dramden,drammen
drammend,drammen
dramt,drammen
drapeer,draperen
drapeerde,draperen
drapeerden,draperen
drapeert,draperen
draperend,draperen
dravend,draven
dreef,drijven
dreg,dreggen
dregde,dreggen
dregden,dreggen
dreggend,dreggen
dregt,dreggen
dreig,dreigen
dreigde,dreigen
dreigden,dreigen
dreigend,dreigen
dreigt,dreigen
drein,dreinen
dreinde,dreinen
dreinden,dreinen
dreinend,dreinen
dreint,dreinen
drenk,drenken
drenkend,drenken
drenkt,drenken
drenkte,drenken
drenkten,drenken
drens,drenzen
drensde,drenzen
drensden,drenzen
drenst,drenzen
drenzend,drenzen
drets,dretsen
dretsend,dretsen
dretst,dretsen
dretste,dretsen
dretsten,dretsen
dreun,dreunen
dreunde,dreunen
dreunden,dreunen
dreunend,dreunen
dreunt,dreunen
dreven,drijven
drijf,drijven
drijft,drijven
drijvend,drijven
dril,drillen
drilde,drillen
drilden,drillen
drillend,drillen
drilt,drillen
dring,dringen
dringt,dringen
drink,drinken
drinkend,drinken
drinkt,drinken
droeg,dragen
droegen,dragen
drogend,drogen
drom,drommen
dromde,drommen
dromden,drommen
dromend,dromen
drommend,drommen
dromt,drommen
drong,dringen
drongen,dringen
dronk,drinken
droogde,drogen
droogden,drogen
droogt,drogen
droom,dromen
droomde,dromen
droomden,dromen
droomt,dromen
droop,druipen
drop,droppen
dropen,druipen
droppend,droppen
dropt,droppen
dropte,droppen
dropten,droppen
druil,druilen
druilde,druilen
druilden,druilen
druilend,druilen
druilt,druilen
druip,druipen
druipend,druipen
druipt,druipen
drukkend,drukken
drukt,drukken
drukte,drukken
drukten,drukken
drum,drummen
drumde,drummen
drumden,drummen
drummend,drummen
drumt,drummen
drup,druppen
druppel,druppelen
druppelde,druppelen
druppelden,druppelen
druppelend,druppelen
druppelt,druppelen
druppend,druppen
drupt,druppen
drupte,druppen
drupten,druppen
dub,dubben
dubbend,dubben
dubde,dubben
dubden,dubben
dubt,dubben
ducht,duchten
duchtend,duchten
duchtte,duchten
duchtten,duchten
duid,duiden
duidde,duiden
duidden,duiden
duidend,duiden
duidt,duiden
duik,duiken
duikend,duiken
duikt,duiken
duim,duimen
duimde,duimen
duimden,duimen
duimend,duimen
duimt,duimen
duizel,duizelen
duizelde,duizelen
duizelden,duizelen
duizelend,duizelen
duizelt,duizelen
duld,dulden
duldde,dulden
duldden,dulden
duldend,dulden
duldt,dulden
dump,dumpen
dumpend,dumpen
dumpt,dumpen
dumpte,dumpen
dumpten,dumpen
dunk,dunken
dunkend,dunken
dunkt,dunken
dunkte,dunken
dunkten,dunken
dunnend,dunnen
dunt,dunnen
durend,duren
durf,durven
durfde,durven
durfden,durven
durft,durven
durvend,durven
dut,dutten
dutte,dutten
dutten,dutten
duttend,dutten
duur,duren
duurde,duren
duurden,duren
duurt,duren
duw,duwen
duwde,duwen
duwden,duwen
duwend,duwen
duwt,duwen
dwaal,dwalen
dwaalde,dwalen
dwaalden,dwalen
dwaalt,dwalen
dwalend,dwalen
dweep,dwepen
dweept,dwepen
dweepte,dwepen
dweepten,dwepen
dwepend,dwepen
dwing,dwingen
dwingend,dwingen
dwingt,dwingen
dwong,dwingen
dwongen,dwingen
ebbend,ebben
ebde,ebben
ebden,ebben
ebt,ebben
echo,echoen
echode,echoen
echoden,echoen
echoend,echoen
echoot,echoen
eer,eren
eerbiedig,eerbiedigen
eerbiedigde,eerbiedigen
eerbiedigden,eerbiedigen
eerbiedigend,eerbiedigen
eerbiedigt,eerbiedigen
eerde,eren
eerden,eren
eert,eren
eest,eesten
eestend,eesten
eestte,eesten
eestten,eesten
eet,eten
eg,eggen
egde,eggen
egden,eggen
eggend,eggen
egt,eggen
eindde,einden
eindden,einden
eindend,einden
eindig,eindigen
eindigde,eindigen
eindigden,eindigen
eindigend,eindigen
eindigt,eindigen
eindt,einden
eis,eisen
eisend,eisen
eist,eisen
eiste,eisen
eisten,eisen
elimineer,elimineren
elimineerde,elimineren
elimineerden,elimineren
elimineert,elimineren
eliminerend,elimineren
emmer,emmeren
emmerde,emmeren
emmerden,emmeren
emmerend,emmeren
emmert,emmeren
end,enden
endde,enden
endden,enden
endend,enden
endt,enden
ent,enten
entend,enten
entte,enten
entten,enten
erend,eren
erfde,erven
erfden,erven
erft,erven
ergerde,ergeren
ergerden,ergeren
ergerend,ergeren
ergert,ergeren
erken,erkennen
erkend,erkennen
erkende,erkennen
erkenden,erkennen
erkennend,erkennen
erkent,erkennen
eruitgezien,eruitzien
eruitzag,eruitzien
eruitzagen,eruitzien
eruitzie,eruitzien
eruitziend,eruitzien
eruitziet,eruitzien
ervaar,ervaren
ervaart,ervaren
ervaren,ervaren
ervarend,ervaren
ervend,erven
ervoer,ervaren
ervoeren,ervaren
etend,eten
ets,etsen
etsend,etsen
etst,etsen
etste,etsen
etsten,etsen
etter,etteren
etterde,etteren
etterden,etteren
etterend,etteren
ettert,etteren
evalueer,evalueren
evalueerde,evalueren
evalueerden,evalueren
evalueert,evalueren
evaluerend,evalueren
executeer,executeren
executeerde,executeren
executeerden,executeren
executeert,executeren
executerend,executeren
experimenteer,experimenteren
experimenteerde,experimenteren
experimenteerden,experimenteren
experimenteert,experimenteren
experimenterend,experimenteren
explodeer,exploderen
explodeerde,exploderen
explodeerden,exploderen
explodeert,exploderen
exploderend,exploderen
exploiteer,exploiteren
exploiteerde,exploiteren
exploiteerden,exploiteren
exploiteert,exploiteren
exploiterend,exploiteren
exporteer,exporteren
exporteerde,exporteren
exporteerden,exporteren
exporteert,exporteren
exporterend,exporteren
faal,falen
faalde,falen
faalden,falen
faalt,falen
fabriceer,fabriceren
fabriceerde,fabriceren
fabriceerden,fabriceren
fabriceert,fabriceren
fabricerend,fabriceren
fake,faken
fakend,faken
faket,faken
fakete,faken
faketen,faken
falend,falen
fantaseer,fantaseren
fantaseerde,fantaseren
fantaseerden,fantaseren
fantaseert,fantaseren
fantaserend,fantaseren
fascineer,fascineren
fascineerde,fascineren
fascineerden,fascineren
fascineert,fascineren
fascinerend,fascineren
fax,faxen
faxend,faxen
faxt,faxen
faxte,faxen
faxten,faxen
feest,feesten
feestend,feesten
feestte,feesten
feestten,feesten
feil,feilen
feilde,feilen
feilden,feilen
feilend,feilen
feilt,feilen
feliciteer,feliciteren
feliciteerde,feliciteren
feliciteerden,feliciteren
feliciteert,feliciteren
feliciterend,feliciteren
fiets,fietsen
fietsend,fietsen
fietst,fietsen
fietste,fietsen
fietsten,fietsen
figgel,figgelen
figgelde,figgelen
figgelden,figgelen
figgelend,figgelen
figgelt,figgelen
fijfel,fijfelen
fijfelde,fijfelen
fijfelden,fijfelen
fijfelend,fijfelen
fijfelt,fijfelen
fijngehakt,fijnhakken
fijnhak,fijnhakken
fijnhakkend,fijnhakken
fijnhakt,fijnhakken
fijnhakte,fijnhakken
fijnhakten,fijnhakken
fik,fikken
fikkend,fikken
fiksend,fiksen
fikst,fiksen
fikste,fiksen
fiksten,fiksen
fikt,fikken
fikte,fikken
fikten,fikken
filmde,filmen
filmden,filmen
filmend,filmen
filmt,filmen
filosofeer,filosoferen
filosofeerde,filosoferen
filosofeerden,filosoferen
filosofeert,filosoferen
filosoferend,filosoferen
financier,financieren
financierde,financieren
financierden,financieren
financierend,financieren
financiert,financieren
fitte,fitten
fitten,fitten
fittend,fitten
fixeer,fixeren
fixeerde,fixeren
fixeerden,fixeren
fixeert,fixeren
fixerend,fixeren
fladder,fladderen
fladderde,fladderen
fladderden,fladderen
fladderend,fladderen
fladdert,fladderen
flakker,flakkeren
flakkerde,flakkeren
flakkerden,flakkeren
flakkerend,flakkeren
flakkert,flakkeren
flaneer,flaneren
flaneerde,flaneren
flaneerden,flaneren
flaneert,flaneren
flanerend,flaneren
flankeer,flankeren
flankeerde,flankeren
flankeerden,flankeren
flankeert,flankeren
flankerend,flankeren
flap,flappen
flappend,flappen
flapt,flappen
flapte,flappen
flapten,flappen
fleem,flemen
fleemde,flemen
fleemden,flemen
fleemt,flemen
fleer,fleren
fleerde,fleren
fleerden,fleren
fleert,fleren
flemend,flemen
flep,fleppen
fleppend,fleppen
flept,fleppen
flepte,fleppen
flepten,fleppen
flerend,fleren
fles,flessen
flessend,flessen
flest,flessen
fleste,flessen
flesten,flessen
flik,flikken
flikkend,flikken
flikt,flikken
flikte,flikken
flikten,flikken
flip,flippen
flippend,flippen
flipt,flippen
flipte,flippen
flipten,flippen
flirt,flirten
flirtend,flirten
flirtte,flirten
flirtten,flirten
flits,flitsen
flitst,flitsen
flitste,flitsen
flitsten,flitsen
floot,fluiten
flop,floppen
floppend,floppen
flopt,floppen
flopte,floppen
flopten,floppen
floreer,floreren
floreerde,floreren
floreerden,floreren
floreert,floreren
florerend,floreren
flos,flossen
flossend,flossen
flost,flossen
floste,flossen
flosten,flossen
floten,fluiten
fluim,fluimen
fluimde,fluimen
fluimden,fluimen
fluimend,fluimen
fluimt,fluimen
fluister,fluisteren
fluisterde,fluisteren
fluisterden,fluisteren
fluisterend,fluisteren
fluistert,fluisteren
fluit,fluiten
fluitend,fluiten
foefel,foefelen
foefelde,foefelen
foefelden,foefelen
foefelend,foefelen
foefelt,foefelen
foeter,foeteren
foeterde,foeteren
foeterden,foeteren
foeterend,foeteren
foetert,foeteren
foezel,foezelen
foezelde,foezelen
foezelden,foezelen
foezelend,foezelen
foezelt,foezelen
fohn,fohnen
fohnde,fohnen
fohnden,fohnen
fohnend,fohnen
fohnt,fohnen
fok,fokken
fokkend,fokken
fokt,fokken
fokte,fokken
fokten,fokken
fondue,fonduen
fonduede,fonduen
fondueden,fonduen
fonduend,fonduen
fonduet,fonduen
fonkel,fonkelen
fonkelde,fonkelen
fonkelden,fonkelen
fonkelend,fonkelen
fonkelt,fonkelen
fop,foppen
foppend,foppen
fopt,foppen
fopte,foppen
fopten,foppen
forceer,forceren
forceerde,forceren
forceerden,forceren
forceert,forceren
forcerend,forceren
forens,forenzen
forensde,forenzen
forensden,forenzen
forenst,forenzen
forenzend,forenzen
formuleer,formuleren
formuleerde,formuleren
formuleerden,formuleren
formuleert,formuleren
formulerend,formuleren
fotografeer,fotograferen
fotografeerde,fotograferen
fotografeerden,fotograferen
fotografeert,fotograferen
fotograferend,fotograferen
frees,frezen
freesde,frezen
freesden,frezen
freest,frezen
frezend,frezen
frobel,frobelen
frobelde,frobelen
frobelden,frobelen
frobelend,frobelen
frobelt,frobelen
frons,fronsen
fronsend,fronsen
fronst,fronsen
fronste,fronsen
fronsten,fronsen
frustreer,frustreren
frustreerde,frustreren
frustreerden,frustreren
frustreert,frustreren
frustrerend,frustreren
functioneer,functioneren
functioneerde,functioneren
functioneerden,functioneren
functioneert,functioneren
functionerend,functioneren
fundeer,funderen
fundeerde,funderen
fundeerden,funderen
fundeert,funderen
funderend,funderen
fungeer,fungeren
fungeerde,fungeren
fungeerden,fungeren
fungeert,fungeren
fungerend,fungeren
fusilleer,fusilleren
fusilleerde,fusilleren
fusilleerden,fusilleren
fusilleert,fusilleren
fusillerend,fusilleren
ga,gaan
gaand,gaan
gaap,gapen
gaapt,gapen
gaapte,gapen
gaapten,gapen
gaat,gaan
gadegeslagen,gadeslaan
gadesla,gadeslaan
gadeslaand,gadeslaan
gadeslaat,gadeslaan
gadesloeg,gadeslaan
gadesloegen,gadeslaan
gaf,geven
gak,gakken
gakkend,gakken
gakt,gakken
gakte,gakken
gakten,gakken
gal,gallen
galde,gallen
galden,gallen
gallend,gallen
galm,galmen
galmde,galmen
galmden,galmen
galmend,galmen
galmt,galmen
galt,gallen
gap,gappen
gapend,gapen
gappend,gappen
gapt,gappen
gapte,gappen
gapten,gappen
garandeer,garanderen
garandeerde,garanderen
garandeerden,garanderen
garandeert,garanderen
garanderend,garanderen
garend,garen
garf,garven
garfde,garven
garfden,garven
garft,garven
garvend,garven
gas,gas
gassend,gassen
gast,gassen
gaste,gassen
gasteer,gasteren
gasteerde,gasteren
gasteerden,gasteren
gasteert,gasteren
gasten,gassen
gasterend,gasteren
gatend,gaten
gatlik,gatlikken
gatlikkend,gatlikken
gatlikt,gatlikken
gatlikte,gatlikken
gatlikten,gatlikken
gaven,geven
geaaid,aaien
geaard,aarden
geaarzeld,aarzelen
geaasd,azen
geaccentueerd,accentueren
geaccepteerd,accepteren
geacht,achten
geacteerd,acteren
geadeld,adelen
geademd,ademen
geaderd,aderen
geadviseerd,adviseren
geageerd,ageren
geakkerd,akkeren
gealarmeerd,alarmeren
geamuseerd,amuseren
geanalyseerd,analyseren
geantwoord,antwoorden
gearresteerd,arresteren
gearriveerd,arriveren
geasemd,asemen
geassocieerd,associëren
geautomatiseerd,automatiseren
geavaleerd,avaleren
geavanceerd,avanceren
gebaad,baden
gebaald,balen
gebaand,banen
gebaar,gebaren
gebaard,baren
gebaarde,gebaren
gebaarden,gebaren
gebaarsd,baarzen
gebaart,gebaren
gebaasd,bazen
gebaat,baten
gebabbeld,babbelen
gebackt,backen
gebadderd,badderen
gebakken,bakken
gebakst,baksen
gebakt,bakken
gebald,ballen
gebalderd,balderen
gebalkt,balken
gebaltst,baltsen
gebanjerd,banjeren
gebankt,banken
gebannen,bannen
gebarend,gebaren
gebarnd,barnen
gebarreerd,barreren
gebarsten,barsten
gebaseerd,baseren
gebast,bassen
gebat,batten
gebauwd,bauwen
gebazeld,bazelen
gebedeld,bedelen
gebeden,bidden
gebeefd,beven
gebeend,benen
gebeerd,beren
gebeeweegd,beewegen
gebeft,beffen
gebeid,beiden
gebeierd,beieren
gebekerd,bekeren
gebekt,bekken
gebeld,bellen
gebengeld,bengelen
gebet,betten
gebeten,bijten
gebeterd,beteren
gebeugd,beugen
gebeukt,beuken
gebeuld,beulen
gebeur,gebeuren
gebeurd,beuren
gebeurde,gebeuren
gebeurden,gebeuren
gebeureld,beurelen
gebeurend,gebeuren
gebeurt,gebeuren
gebeuzeld,beuzelen
gebezigd,bezigen
gebibberd,bibberen
gebiecht,biechten
gebied,gebieden
gebiedend,gebieden
gebiedt,gebieden
gebiesd,biezen
gebigd,biggen
gebijt,bijten
gebikkeld,bikkelen
gebikt,bikken
gebild,billen
gebiljart,biljarten
gebimbamd,bimbammen
gebiologeerd,biologeren
geblaakt,blaken
geblaard,blaren
geblaat,blaten
gebladerd,bladeren
geblaft,blaffen
geblakerd,blakeren
geblazen,blazen
gebleekt,bleken
gebleerd,bleren
gebleet,bleten
gebleken,blijken
geblekt,blekken
geblerd,bleren
gebleven,blijven
geblikoogd,blikogen
geblikt,blikken
geblind,blinden
geblinddoekt,blinddoeken
gebloed,bloeden
gebloeid,bloeien
gebloemd,bloemen
gebloesd,bloezen
geblokkeerd,blokkeren
geblokt,blokken
geblonken,blinken
gebloosd,blozen
gebloot,bloten
geblowed,blowen
gebluft,bluffen
geblust,blussen
gebobbeld,bobbelen
gebobberd,bobberen
gebobd,bobben
geboden,gebieden
geboeid,boeien
geboekt,boeken
geboeld,boelen
geboeleerd,boeleren
geboemeld,boemelen
geboend,boenen
geboerd,boeren
geboert,boerten
geboet,boeten
geboft,boffen
gebogen,buigen
gebokst,boksen
gebokt,bokken
gebold,bollen
gebolderd,bolderen
gebombardeerd,bombarderen
gebomd,bommen
gebommeld,bommelen
gebonden,binden
gebonkt,bonken
gebonsd,bonzen
gebood,gebieden
geboogd,bogen
geboomd,bomen
geboord,boren
geboot,boten
geborduurd,borduren
geborgd,borgen
geborreld,borrelen
geborsteld,borstelen
gebost,bossen
gebostond,bostonnen
gebot,botten
geboterd,boteren
gebotst,botsen
gebotteld,bottelen
geboudeerd,bouderen
gebouwd,bouwen
gebowld,bowlen
gebraakt,braken
gebracht,brengen
gebraden,braden
gebrald,brallen
gebrand,branden
gebrandmerkt,brandmerken
gebranied,branien
gebrast,brassen
gebreid,breien
gebridged,bridgen
gebriest,briesen
gebrild,brillen
gebrod,brodden
gebroed,broeden
gebroken,breken
gebrokt,brokken
gebromd,brommen
gebrouwd,brouwen
gebrouwen,brouwen
gebruik,gebruiken
gebruikend,gebruiken
gebruikt,gebruiken
gebruikte,gebruiken
gebruikten,gebruiken
gebruind,bruinen
gebruist,bruisen
gebruld,brullen
gebruncht,brunchen
gebuffeld,buffelen
gebuid,buien
gebuild,builen
gebuisd,buizen
gebukt,bukken
gebulderd,bulderen
gebulkt,bulken
gebult,bulten
gebundeld,bundelen
gebungeld,bungelen
gebunkerd,bunkeren
gebutst,butsen
gebuurd,buren
gebuurt,buurten
gebuut,buten
gecentraliseerd,centraliseren
gechineesd,chinezen
gechookt,choken
gecijferd,cijferen
gecirkeld,cirkelen
geciteerd,citeren
geclassificeerd,classificeren
gecloond,clonen
gecoat,coaten
gecoiteerd,coiteren
